Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity SP3_1	LFQ intensity SP3_2	LFQ intensity SP3_3
Q06210-2;Q06210;O94808	Q06210-2;Q06210	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	sp|Q06210-2|GFPT1_HUMAN Isoform 2 of Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1;sp|Q06210|GFPT1_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 P				137850000.0	93346000.0	98567000.0
Q06323;Q06323-3;Q06323-2	Q06323;Q06323-3;Q06323-2	PSME1	Proteasome activator complex subunit 1	sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1;sp|Q06323-3|PSME1_HUMAN Isoform 3 of Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1;sp|Q06323-2|PSME1_HUMAN Isoform 2 of Protea				88369000.0		
Q06830	Q06830	PRDX1	Peroxiredoxin-1	sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1				6730800000.0	2805000000.0	2545500000.0
Q07020;Q07020-2	Q07020;Q07020-2	RPL18	60S ribosomal protein L18	sp|Q07020|RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2;sp|Q07020-2|RL18_HUMAN Isoform 2 of 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18				905780000.0	795600000.0	638840000.0
Q07021	Q07021	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	sp|Q07021|C1QBP_HUMAN Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1				195940000.0		
Q07065	Q07065	CKAP4	Cytoskeleton-associated protein 4	sp|Q07065|CKAP4_HUMAN Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2				513820000.0	288340000.0	352770000.0
Q07157-2;Q07157	Q07157-2;Q07157	TJP1	Tight junction protein ZO-1	sp|Q07157-2|ZO1_HUMAN Isoform Short of Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1;sp|Q07157|ZO1_HUMAN Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=3						78793000.0
Q07666;Q07666-3;Q07666-2;O75525-2;O75525;Q5VWX1	Q07666;Q07666-3;Q07666-2	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1;sp|Q07666-3|KHDR1_HUMAN Isoform 3 of KH domain-containing, RNA-binding, signal transduction-associated protein 1 				212350000.0	262060000.0	366650000.0
Q07866-8;Q07866-2;Q07866-3;Q07866;Q07866-7;Q07866-5;Q07866-10;Q07866-6;Q07866-4;Q07866-9	Q07866-8;Q07866-2;Q07866-3;Q07866;Q07866-7;Q07866-5;Q07866-10;Q07866-6;Q07866-4;Q07866-9	KLC1	Kinesin light chain 1	sp|Q07866-8|KLC1_HUMAN Isoform S of Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1;sp|Q07866-2|KLC1_HUMAN Isoform C of Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1;sp|Q07866-3|KLC1_HUMAN Isoform G of Kinesin light chain 1 OS=Homo sapiens OX					31399000.0	31534000.0
Q07955;Q07955-3;Q07955-2	Q07955;Q07955-3;Q07955-2	SRSF1	Serine/arginine-rich splicing factor 1	sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2;sp|Q07955-3|SRSF1_HUMAN Isoform ASF-3 of Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1;sp|Q07955-2|SRSF1_HUMAN Isoform ASF-2 o				414210000.0	428370000.0	449990000.0
Q08211;Q08211-2	Q08211	DHX9	ATP-dependent RNA helicase A	sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4				1456000000.0	670220000.0	398560000.0
Q08257;Q08257-3;Q08257-2	Q08257;Q08257-3	CRYZ	Quinone oxidoreductase	sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;sp|Q08257-3|QOR_HUMAN Isoform 3 of Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ				89370000.0		87673000.0
Q08378-2;Q08378	Q08378-2;Q08378	GOLGA3	Golgin subfamily A member 3	sp|Q08378-2|GOGA3_HUMAN Isoform 2 of Golgin subfamily A member 3 OS=Homo sapiens OX=9606 GN=GOLGA3;sp|Q08378|GOGA3_HUMAN Golgin subfamily A member 3 OS=Homo sapiens OX=9606 GN=GOLGA3 PE=1 SV=2					6302800.0	
Q08379;Q08379-2;Q9NVV4-2	Q08379;Q08379-2	GOLGA2	Golgin subfamily A member 2	sp|Q08379|GOGA2_HUMAN Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=3;sp|Q08379-2|GOGA2_HUMAN Isoform 2 of Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2					24269000.0	26117000.0
Q08945	Q08945	SSRP1	FACT complex subunit SSRP1	sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1				239200000.0	145240000.0	131830000.0
Q08J23;Q08J23-2;Q08J23-3	Q08J23;Q08J23-2;Q08J23-3	NSUN2	tRNA (cytosine(34)-C(5))-methyltransferase	sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2;sp|Q08J23-2|NSUN2_HUMAN Isoform 2 of RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2;sp|Q08J23-3|NSUN2_HUMAN Isoform 3 of 				437320000.0	629620000.0	563280000.0
Q09666;Q09666-2	Q09666	AHNAK	Neuroblast differentiation-associated protein AHNAK	sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2				1076700000.0	348360000.0	366690000.0
Q10713;Q10713-2	Q10713;Q10713-2	PMPCA	Mitochondrial-processing peptidase subunit alpha	sp|Q10713|MPPA_HUMAN Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA PE=1 SV=2;sp|Q10713-2|MPPA_HUMAN Isoform 2 of Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA				27326000.0	55121000.0	48159000.0
Q12792;Q12792-4;Q12792-3	Q12792;Q12792-4;Q12792-3	TWF1	Twinfilin-1	sp|Q12792|TWF1_HUMAN Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3;sp|Q12792-4|TWF1_HUMAN Isoform 4 of Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1;sp|Q12792-3|TWF1_HUMAN Isoform 3 of Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1				51614000.0	106660000.0	72791000.0
Q12797;Q12797-10;Q12797-7;Q12797-6;Q12797-11;Q12797-2;Q12797-4;Q12797-3;Q12797-9;Q12797-5;Q12797-8	Q12797;Q12797-10	ASPH	Aspartyl/asparaginyl beta-hydroxylase	sp|Q12797|ASPH_HUMAN Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH PE=1 SV=3;sp|Q12797-10|ASPH_HUMAN Isoform 10 of Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens OX=9606 GN=ASPH				141160000.0	101260000.0	83297000.0
Q12849;Q12849-5	Q12849;Q12849-5	GRSF1	G-rich sequence factor 1	sp|Q12849|GRSF1_HUMAN G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3;sp|Q12849-5|GRSF1_HUMAN Isoform 2 of G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1					51681000.0	57501000.0
Q12874	Q12874	SF3A3	Splicing factor 3A subunit 3	sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1				144230000.0	88780000.0	69960000.0
Q12904;Q12904-2	Q12904;Q12904-2	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2	sp|Q12904|AIMP1_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2;sp|Q12904-2|AIMP1_HUMAN Isoform 2 of Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapien				129940000.0	58693000.0	66475000.0
Q12905	Q12905	ILF2	Interleukin enhancer-binding factor 2	sp|Q12905|ILF2_HUMAN Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2				381660000.0	150570000.0	138640000.0
Q12906-7;Q12906;Q12906-4;Q12906-6;Q12906-5;Q12906-2;Q12906-3	Q12906-7;Q12906;Q12906-4;Q12906-6;Q12906-5;Q12906-2;Q12906-3	ILF3	Interleukin enhancer-binding factor 3	sp|Q12906-7|ILF3_HUMAN Isoform 7 of Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3;sp|Q12906|ILF3_HUMAN Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3;sp|Q12906-4|ILF3_HUMAN Isoform 4 of Interleukin e				1071500000.0	340940000.0	262300000.0
Q12931;Q12931-2	Q12931;Q12931-2	TRAP1	Heat shock protein 75 kDa, mitochondrial	sp|Q12931|TRAP1_HUMAN Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3;sp|Q12931-2|TRAP1_HUMAN Isoform 2 of Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1				703510000.0	293940000.0	340660000.0
Q12965;O00160	Q12965	MYO1E	Unconventional myosin-Ie	sp|Q12965|MYO1E_HUMAN Unconventional myosin-Ie OS=Homo sapiens OX=9606 GN=MYO1E PE=1 SV=2				50264000.0		
Q12983	Q12983	BNIP3	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	sp|Q12983|BNIP3_HUMAN BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 OS=Homo sapiens OX=9606 GN=BNIP3 PE=1 SV=3						3074400.0
Q12986;Q12986-3;Q12986-2	Q12986;Q12986-3;Q12986-2	NFX1	Transcriptional repressor NF-X1	sp|Q12986|NFX1_HUMAN Transcriptional repressor NF-X1 OS=Homo sapiens OX=9606 GN=NFX1 PE=1 SV=2;sp|Q12986-3|NFX1_HUMAN Isoform 3 of Transcriptional repressor NF-X1 OS=Homo sapiens OX=9606 GN=NFX1;sp|Q12986-2|NFX1_HUMAN Isoform 2 of Transcriptional repressor						6629400.0
Q12996;Q12996-2	Q12996;Q12996-2	CSTF3	Cleavage stimulation factor subunit 3	sp|Q12996|CSTF3_HUMAN Cleavage stimulation factor subunit 3 OS=Homo sapiens OX=9606 GN=CSTF3 PE=1 SV=1;sp|Q12996-2|CSTF3_HUMAN Isoform 2 of Cleavage stimulation factor subunit 3 OS=Homo sapiens OX=9606 GN=CSTF3						21124000.0
Q13011	Q13011	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	sp|Q13011|ECH1_HUMAN Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=2				646170000.0	377230000.0	530960000.0
Q13098-5;Q13098;Q13098-7;Q13098-6	Q13098-5;Q13098;Q13098-7;Q13098-6	GPS1	COP9 signalosome complex subunit 1	sp|Q13098-5|CSN1_HUMAN Isoform 4 of COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1;sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4;sp|Q13098-7|CSN1_HUMAN Isoform 2 of COP9 signalosome co					25239000.0	
Q13112	Q13112	CHAF1B	Chromatin assembly factor 1 subunit B	sp|Q13112|CAF1B_HUMAN Chromatin assembly factor 1 subunit B OS=Homo sapiens OX=9606 GN=CHAF1B PE=1 SV=1						8417800.0
Q13123	Q13123	IK	Protein Red	sp|Q13123|RED_HUMAN Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3					33193000.0	38565000.0
Q13144	Q13144	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	sp|Q13144|EI2BE_HUMAN Translation initiation factor eIF-2B subunit epsilon OS=Homo sapiens OX=9606 GN=EIF2B5 PE=1 SV=3					22773000.0	23431000.0
Q13148;Q13148-4	Q13148	TARDBP	TAR DNA-binding protein 43	sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1				164430000.0	292230000.0	204310000.0
Q13151	Q13151	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1				153040000.0	308360000.0	322110000.0
Q13162	Q13162	PRDX4	Peroxiredoxin-4	sp|Q13162|PRDX4_HUMAN Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1				620650000.0		
Q13177;O75914-2;O75914;O75914-4;O75914-3;Q13153;Q13153-2	Q13177	PAK2	Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34	sp|Q13177|PAK2_HUMAN Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3						42849000.0
Q13185	Q13185	CBX3	Chromobox protein homolog 3	sp|Q13185|CBX3_HUMAN Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4				357870000.0	371660000.0	559370000.0
Q13200;Q13200-3;Q13200-2	Q13200;Q13200-3;Q13200-2	PSMD2	26S proteasome non-ATPase regulatory subunit 2	sp|Q13200|PSMD2_HUMAN 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3;sp|Q13200-3|PSMD2_HUMAN Isoform 3 of 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2;sp|Q13200-2|PSMD2_HUMAN Iso				247600000.0	274280000.0	379210000.0
Q13228;Q13228-4;Q13228-2;Q13228-3	Q13228;Q13228-4;Q13228-2;Q13228-3	SELENBP1	Selenium-binding protein 1	sp|Q13228|SBP1_HUMAN Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2;sp|Q13228-4|SBP1_HUMAN Isoform 4 of Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1;sp|Q13228-2|SBP1_HUMAN Isoform 2 of Methanethiol oxidase OS=Homo sapiens OX				65706000.0		
Q13242	Q13242	SRSF9	Serine/arginine-rich splicing factor 9	sp|Q13242|SRSF9_HUMAN Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1				94864000.0	144450000.0	78869000.0
Q13247;Q13247-3;Q13247-2	Q13247;Q13247-3	SRSF6	Serine/arginine-rich splicing factor 6	sp|Q13247|SRSF6_HUMAN Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2;sp|Q13247-3|SRSF6_HUMAN Isoform SRP55-3 of Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6				386090000.0	378040000.0	382800000.0
Q13257	Q13257	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A	sp|Q13257|MD2L1_HUMAN Mitotic spindle assembly checkpoint protein MAD2A OS=Homo sapiens OX=9606 GN=MAD2L1 PE=1 SV=1					14024000.0	
Q13263;Q13263-2	Q13263;Q13263-2	TRIM28	Transcription intermediary factor 1-beta	sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5;sp|Q13263-2|TIF1B_HUMAN Isoform 2 of Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28				432020000.0	546580000.0	442480000.0
Q13283;Q13283-2	Q13283	G3BP1	Ras GTPase-activating protein-binding protein 1	sp|Q13283|G3BP1_HUMAN Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1				222750000.0	124530000.0	
Q13310-2;Q13310-3;Q13310;P0CB38	Q13310-2;Q13310-3;Q13310	PABPC4	Polyadenylate-binding protein 4	sp|Q13310-2|PABP4_HUMAN Isoform 2 of Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4;sp|Q13310-3|PABP4_HUMAN Isoform 3 of Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4;sp|Q13310|PABP4_HUMAN Polyadenylate-binding protei				172070000.0	85315000.0	165930000.0
Q13347	Q13347	EIF3I	Eukaryotic translation initiation factor 3 subunit I	sp|Q13347|EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1				180480000.0	267820000.0	224600000.0
Q13404;Q13404-7;Q13404-2;Q13404-1;Q13404-8;Q13404-6	Q13404;Q13404-7;Q13404-2;Q13404-1;Q13404-8;Q13404-6	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;sp|Q13404-7|UB2V1_HUMAN Isoform 5 of Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1;sp|Q13404-2|UB2V1_HUMAN Isoform 2 o						131700000.0
Q13427-2;Q13427	Q13427-2;Q13427	PPIG	Peptidyl-prolyl cis-trans isomerase G	sp|Q13427-2|PPIG_HUMAN Isoform 2 of Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens OX=9606 GN=PPIG;sp|Q13427|PPIG_HUMAN Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens OX=9606 GN=PPIG PE=1 SV=2						3951600.0
Q13428-3;Q13428-8;Q13428;Q13428-4;Q13428-2;Q13428-7;Q13428-6;Q13428-5	Q13428-3;Q13428-8;Q13428;Q13428-4;Q13428-2;Q13428-7;Q13428-6;Q13428-5	TCOF1	Treacle protein	sp|Q13428-3|TCOF_HUMAN Isoform 3 of Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1;sp|Q13428-8|TCOF_HUMAN Isoform 8 of Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1;sp|Q13428|TCOF_HUMAN Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3;sp|Q13				135380000.0	136630000.0	91781000.0
Q13435	Q13435	SF3B2	Splicing factor 3B subunit 2	sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2				324860000.0	179760000.0	133630000.0
Q13442	Q13442	PDAP1	28 kDa heat- and acid-stable phosphoprotein	sp|Q13442|HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1				178680000.0	238750000.0	262080000.0
Q13492-3;Q13492-2;Q13492-5;Q13492;Q13492-4;O60641-3;O60641-4;O60641	Q13492-3;Q13492-2;Q13492-5;Q13492;Q13492-4	PICALM	Phosphatidylinositol-binding clathrin assembly protein	sp|Q13492-3|PICAL_HUMAN Isoform 3 of Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM;sp|Q13492-2|PICAL_HUMAN Isoform 2 of Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM;sp|Q					63182000.0	40486000.0
Q13501-2;Q13501	Q13501-2;Q13501	SQSTM1	Sequestosome-1	sp|Q13501-2|SQSTM_HUMAN Isoform 2 of Sequestosome-1 OS=Homo sapiens OX=9606 GN=SQSTM1;sp|Q13501|SQSTM_HUMAN Sequestosome-1 OS=Homo sapiens OX=9606 GN=SQSTM1 PE=1 SV=1					9484500.0	
Q13523	Q13523	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	sp|Q13523|PRP4B_HUMAN Serine/threonine-protein kinase PRP4 homolog OS=Homo sapiens OX=9606 GN=PRPF4B PE=1 SV=3						20432000.0
Q13561;Q13561-3;Q13561-2	Q13561;Q13561-3;Q13561-2	DCTN2	Dynactin subunit 2	sp|Q13561|DCTN2_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4;sp|Q13561-3|DCTN2_HUMAN Isoform 3 of Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2;sp|Q13561-2|DCTN2_HUMAN Isoform 2 of Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=						100830000.0
Q13564-3;Q13564-2;Q13564;Q13564-4	Q13564-3;Q13564-2;Q13564;Q13564-4	NAE1	NEDD8-activating enzyme E1 regulatory subunit	sp|Q13564-3|ULA1_HUMAN Isoform 3 of NEDD8-activating enzyme E1 regulatory subunit OS=Homo sapiens OX=9606 GN=NAE1;sp|Q13564-2|ULA1_HUMAN Isoform 2 of NEDD8-activating enzyme E1 regulatory subunit OS=Homo sapiens OX=9606 GN=NAE1;sp|Q13564|ULA1_HUMAN NEDD8-a				14477000.0	19628000.0	
Q13573	Q13573	SNW1	SNW domain-containing protein 1	sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1				57723000.0	44441000.0	81639000.0
Q13595-4;Q13595-3;Q13595;Q13595-2	Q13595-4;Q13595-3;Q13595;Q13595-2	TRA2A	Transformer-2 protein homolog alpha	sp|Q13595-4|TRA2A_HUMAN Isoform 4 of Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A;sp|Q13595-3|TRA2A_HUMAN Isoform 3 of Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A;sp|Q13595|TRA2A_HUMAN Transformer-2 protein 				33278000.0	30127000.0	
Q13813;Q13813-3;Q13813-2	Q13813;Q13813-3;Q13813-2	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;sp|Q13813-3|SPTN1_HUMAN Isoform 3 of Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1;sp|Q13813-2|SPTN1_HUMAN Isoform 2 of 				514520000.0	267780000.0	390230000.0
Q13823	Q13823	GNL2	Nucleolar GTP-binding protein 2	sp|Q13823|NOG2_HUMAN Nucleolar GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=GNL2 PE=1 SV=1						9469300.0
Q13838;Q13838-2	Q13838;Q13838-2	DDX39B	Spliceosome RNA helicase DDX39B	sp|Q13838|DX39B_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;sp|Q13838-2|DX39B_HUMAN Isoform 2 of Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B				476550000.0	217260000.0	306320000.0
Q13907;Q13907-2;Q9BXS1	Q13907;Q13907-2	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	sp|Q13907|IDI1_HUMAN Isopentenyl-diphosphate Delta-isomerase 1 OS=Homo sapiens OX=9606 GN=IDI1 PE=1 SV=2;sp|Q13907-2|IDI1_HUMAN Isoform 2 of Isopentenyl-diphosphate Delta-isomerase 1 OS=Homo sapiens OX=9606 GN=IDI1						37067000.0
Q14008-2;Q14008;Q14008-3	Q14008-2;Q14008;Q14008-3	CKAP5	Cytoskeleton-associated protein 5	sp|Q14008-2|CKAP5_HUMAN Isoform 2 of Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5;sp|Q14008|CKAP5_HUMAN Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3;sp|Q14008-3|CKAP5_HUMAN Isoform 3 of Cytoskeleton-ass					27021000.0	
Q14011;Q14011-2	Q14011;Q14011-2	CIRBP	Cold-inducible RNA-binding protein	sp|Q14011|CIRBP_HUMAN Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1;sp|Q14011-2|CIRBP_HUMAN Isoform 2 of Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP				26586000.0		37649000.0
Q14103-3;Q14103;Q14103-4;Q14103-2	Q14103-3;Q14103;Q14103-4;Q14103-2	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	sp|Q14103-3|HNRPD_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD;sp|Q14103|HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;sp|Q14103-4|HNRPD_HUMAN Isoform 4				768190000.0	1475400000.0	1363000000.0
Q14116-2;Q14116	Q14116-2;Q14116	IL18	Interleukin-18	sp|Q14116-2|IL18_HUMAN Isoform 2 of Interleukin-18 OS=Homo sapiens OX=9606 GN=IL18;sp|Q14116|IL18_HUMAN Interleukin-18 OS=Homo sapiens OX=9606 GN=IL18 PE=1 SV=1				36555000.0	47969000.0	
Q14126	Q14126	DSG2	Desmoglein-2	sp|Q14126|DSG2_HUMAN Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2					48556000.0	
Q14151	Q14151	SAFB2	Scaffold attachment factor B2	sp|Q14151|SAFB2_HUMAN Scaffold attachment factor B2 OS=Homo sapiens OX=9606 GN=SAFB2 PE=1 SV=1				44591000.0		
Q14152;Q14152-2	Q14152;Q14152-2	EIF3A	Eukaryotic translation initiation factor 3 subunit A	sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1;sp|Q14152-2|EIF3A_HUMAN Isoform 2 of Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A				559060000.0	478540000.0	608960000.0
Q14157-4;Q14157-1;Q14157-3;Q14157;Q14157-5	Q14157-4;Q14157-1;Q14157-3;Q14157;Q14157-5	UBAP2L	Ubiquitin-associated protein 2-like	sp|Q14157-4|UBP2L_HUMAN Isoform 4 of Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L;sp|Q14157-1|UBP2L_HUMAN Isoform 2 of Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L;sp|Q14157-3|UBP2L_HUMAN Isoform 3 of Ubiqu				166570000.0	166470000.0	145790000.0
