Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity DOC_1	LFQ intensity DOC_2	LFQ intensity DOC_3
Q8N4Q1;Q8N4Q1-2	Q8N4Q1;Q8N4Q1-2	CHCHD4	Mitochondrial intermembrane space import and assembly protein 40	sp|Q8N4Q1|MIA40_HUMAN Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens OX=9606 GN=CHCHD4 PE=1 SV=1;sp|Q8N4Q1-2|MIA40_HUMAN Isoform 2 of Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens OX=9606						5125900.0
Q8N5M9	Q8N5M9	JAGN1	Protein jagunal homolog 1	sp|Q8N5M9|JAGN1_HUMAN Protein jagunal homolog 1 OS=Homo sapiens OX=9606 GN=JAGN1 PE=1 SV=1					15360000.0	
Q8N9T8	Q8N9T8	KRI1	Protein KRI1 homolog	sp|Q8N9T8|KRI1_HUMAN Protein KRI1 homolog OS=Homo sapiens OX=9606 GN=KRI1 PE=1 SV=3						30375000.0
Q8NBQ5	Q8NBQ5	HSD17B11	Estradiol 17-beta-dehydrogenase 11	sp|Q8NBQ5|DHB11_HUMAN Estradiol 17-beta-dehydrogenase 11 OS=Homo sapiens OX=9606 GN=HSD17B11 PE=1 SV=3						17647000.0
Q8NBS9;Q8NBS9-2	Q8NBS9;Q8NBS9-2	TXNDC5	Thioredoxin domain-containing protein 5	sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2;sp|Q8NBS9-2|TXND5_HUMAN Isoform 2 of Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5				296870000.0	272660000.0	173060000.0
Q8NC51;Q8NC51-2	Q8NC51;Q8NC51-2	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein	sp|Q8NC51|PAIRB_HUMAN Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2;sp|Q8NC51-2|PAIRB_HUMAN Isoform 2 of Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1				789720000.0	786950000.0	860350000.0
Q8NC51-3;Q8NC51-4	Q8NC51-3;Q8NC51-4	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein	sp|Q8NC51-3|PAIRB_HUMAN Isoform 3 of Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1;sp|Q8NC51-4|PAIRB_HUMAN Isoform 4 of Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1					640680000.0	523390000.0
Q8NCW5-2;Q8NCW5	Q8NCW5-2;Q8NCW5	APOA1BP	NAD(P)H-hydrate epimerase	sp|Q8NCW5-2|NNRE_HUMAN Isoform 2 of NAD(P)H-hydrate epimerase OS=Homo sapiens OX=9606 GN=NAXE;sp|Q8NCW5|NNRE_HUMAN NAD(P)H-hydrate epimerase OS=Homo sapiens OX=9606 GN=NAXE PE=1 SV=2				97465000.0	85075000.0	
Q8NDC0	Q8NDC0	MAPK1IP1L	MAPK-interacting and spindle-stabilizing protein-like	sp|Q8NDC0|MISSL_HUMAN MAPK-interacting and spindle-stabilizing protein-like OS=Homo sapiens OX=9606 GN=MAPK1IP1L PE=1 SV=4						60918000.0
Q8NE71-2;Q8NE71	Q8NE71-2;Q8NE71	ABCF1	ATP-binding cassette sub-family F member 1	sp|Q8NE71-2|ABCF1_HUMAN Isoform 2 of ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1;sp|Q8NE71|ABCF1_HUMAN ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2				120310000.0	105370000.0	94057000.0
Q8NEJ9-2;Q8NEJ9	Q8NEJ9-2;Q8NEJ9	NGDN	Neuroguidin	sp|Q8NEJ9-2|NGDN_HUMAN Isoform 2 of Neuroguidin OS=Homo sapiens OX=9606 GN=NGDN;sp|Q8NEJ9|NGDN_HUMAN Neuroguidin OS=Homo sapiens OX=9606 GN=NGDN PE=1 SV=1						28604000.0
Q8NFQ8	Q8NFQ8	TOR1AIP2	Torsin-1A-interacting protein 2	sp|Q8NFQ8|TOIP2_HUMAN Torsin-1A-interacting protein 2 OS=Homo sapiens OX=9606 GN=TOR1AIP2 PE=1 SV=1					5146600.0	
Q8NI22-2;Q8NI22-3;Q8NI22	Q8NI22-2;Q8NI22-3;Q8NI22	MCFD2	Multiple coagulation factor deficiency protein 2	sp|Q8NI22-2|MCFD2_HUMAN Isoform 2 of Multiple coagulation factor deficiency protein 2 OS=Homo sapiens OX=9606 GN=MCFD2;sp|Q8NI22-3|MCFD2_HUMAN Isoform 3 of Multiple coagulation factor deficiency protein 2 OS=Homo sapiens OX=9606 GN=MCFD2;sp|Q8NI22|MCFD2_HU						20049000.0
Q8TAQ2-2;Q8TAQ2-3;Q8TAQ2	Q8TAQ2-2;Q8TAQ2-3;Q8TAQ2	SMARCC2	SWI/SNF complex subunit SMARCC2	sp|Q8TAQ2-2|SMRC2_HUMAN Isoform 2 of SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2;sp|Q8TAQ2-3|SMRC2_HUMAN Isoform 3 of SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2;sp|Q8TAQ2|SMRC2_HUMAN SWI/SNF complex subunit SM				16398000.0		
Q8TB61-5;Q8TB61-4;Q8TB61-3;Q8TB61-2;Q8TB61	Q8TB61-5;Q8TB61-4;Q8TB61-3;Q8TB61-2;Q8TB61	SLC35B2	Adenosine 3-phospho 5-phosphosulfate transporter 1	sp|Q8TB61-5|S35B2_HUMAN Isoform 5 of Adenosine 3-phospho 5-phosphosulfate transporter 1 OS=Homo sapiens OX=9606 GN=SLC35B2;sp|Q8TB61-4|S35B2_HUMAN Isoform 4 of Adenosine 3-phospho 5-phosphosulfate transporter 1 OS=Homo sapiens OX=9606 GN=SLC35B2;sp|Q8T						3225400.0
Q8TBX8;Q8TBX8-3;Q8TBX8-2	Q8TBX8;Q8TBX8-3;Q8TBX8-2	PIP4K2C	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	sp|Q8TBX8|PI42C_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens OX=9606 GN=PIP4K2C PE=1 SV=3;sp|Q8TBX8-3|PI42C_HUMAN Isoform 3 of Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens OX=9606 GN=PIP4K2C;sp|Q8TB						9813300.0
Q8TCJ2	Q8TCJ2	STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	sp|Q8TCJ2|STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens OX=9606 GN=STT3B PE=1 SV=1					36287000.0	31944000.0
Q8TDN6	Q8TDN6	BRIX1	Ribosome biogenesis protein BRX1 homolog	sp|Q8TDN6|BRX1_HUMAN Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens OX=9606 GN=BRIX1 PE=1 SV=2				156690000.0	102620000.0	95546000.0
Q8TDP1	Q8TDP1	RNASEH2C	Ribonuclease H2 subunit C	sp|Q8TDP1|RNH2C_HUMAN Ribonuclease H2 subunit C OS=Homo sapiens OX=9606 GN=RNASEH2C PE=1 SV=1				2472000.0		
Q8TEA8	Q8TEA8	DTD1	D-tyrosyl-tRNA(Tyr) deacylase 1	sp|Q8TEA8|DTD1_HUMAN D-aminoacyl-tRNA deacylase 1 OS=Homo sapiens OX=9606 GN=DTD1 PE=1 SV=2						4547700.0
Q8TEX9;Q8TEX9-2	Q8TEX9;Q8TEX9-2	IPO4	Importin-4	sp|Q8TEX9|IPO4_HUMAN Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=2;sp|Q8TEX9-2|IPO4_HUMAN Isoform 2 of Importin-4 OS=Homo sapiens OX=9606 GN=IPO4				32957000.0	60408000.0	56556000.0
Q8WTT2	Q8WTT2	NOC3L	Nucleolar complex protein 3 homolog	sp|Q8WTT2|NOC3L_HUMAN Nucleolar complex protein 3 homolog OS=Homo sapiens OX=9606 GN=NOC3L PE=1 SV=1					24542000.0	
Q8WUA4-2;Q8WUA4	Q8WUA4-2;Q8WUA4	GTF3C2	General transcription factor 3C polypeptide 2	sp|Q8WUA4-2|TF3C2_HUMAN Isoform 2 of General transcription factor 3C polypeptide 2 OS=Homo sapiens OX=9606 GN=GTF3C2;sp|Q8WUA4|TF3C2_HUMAN General transcription factor 3C polypeptide 2 OS=Homo sapiens OX=9606 GN=GTF3C2 PE=1 SV=2					2826500.0	
Q8WUM4;Q8WUM4-2;Q8WUM4-3	Q8WUM4;Q8WUM4-2	PDCD6IP	Programmed cell death 6-interacting protein	sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1;sp|Q8WUM4-2|PDC6I_HUMAN Isoform 2 of Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP				145490000.0	361630000.0	389830000.0
Q8WW12;Q8WW12-2;Q8WW12-3	Q8WW12;Q8WW12-2	PCNP	PEST proteolytic signal-containing nuclear protein	sp|Q8WW12|PCNP_HUMAN PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2;sp|Q8WW12-2|PCNP_HUMAN Isoform 2 of PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP				53151000.0		
Q8WY22	Q8WY22	BRI3BP	BRI3-binding protein	sp|Q8WY22|BRI3B_HUMAN BRI3-binding protein OS=Homo sapiens OX=9606 GN=BRI3BP PE=1 SV=1					6929000.0	
Q8WYQ3	Q8WYQ3	CHCHD10	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial	sp|Q8WYQ3|CHC10_HUMAN Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial OS=Homo sapiens OX=9606 GN=CHCHD10 PE=1 SV=1						13958000.0
Q92499;Q92499-3;Q92499-2	Q92499;Q92499-3;Q92499-2	DDX1	ATP-dependent RNA helicase DDX1	sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2;sp|Q92499-3|DDX1_HUMAN Isoform 3 of ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1;sp|Q92499-2|DDX1_HUMAN Isoform 2 of ATP-dependent RNA helicas				71571000.0	136250000.0	169020000.0
Q92576-2;Q92576	Q92576-2;Q92576	PHF3	PHD finger protein 3	sp|Q92576-2|PHF3_HUMAN Isoform 2 of PHD finger protein 3 OS=Homo sapiens OX=9606 GN=PHF3;sp|Q92576|PHF3_HUMAN PHD finger protein 3 OS=Homo sapiens OX=9606 GN=PHF3 PE=1 SV=3					3332300.0	
Q92597;Q92597-3;Q92597-2	Q92597;Q92597-3;Q92597-2	NDRG1	Protein NDRG1	sp|Q92597|NDRG1_HUMAN Protein NDRG1 OS=Homo sapiens OX=9606 GN=NDRG1 PE=1 SV=1;sp|Q92597-3|NDRG1_HUMAN Isoform 3 of Protein NDRG1 OS=Homo sapiens OX=9606 GN=NDRG1;sp|Q92597-2|NDRG1_HUMAN Isoform 2 of Protein NDRG1 OS=Homo sapiens OX=9606 GN=NDRG1				167010000.0	109970000.0	131430000.0
Q92598-2;Q92598-3;Q92598;Q92598-4	Q92598-2;Q92598-3;Q92598;Q92598-4	HSPH1	Heat shock protein 105 kDa	sp|Q92598-2|HS105_HUMAN Isoform Beta of Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1;sp|Q92598-3|HS105_HUMAN Isoform 3 of Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1;sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sa				127790000.0	127550000.0	163750000.0
Q92615	Q92615	LARP4B	La-related protein 4B	sp|Q92615|LAR4B_HUMAN La-related protein 4B OS=Homo sapiens OX=9606 GN=LARP4B PE=1 SV=3					7320400.0	
Q92616	Q92616	GCN1L1	Translational activator GCN1	sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6				102820000.0	106640000.0	132140000.0
Q92685;Q92685-2	Q92685;Q92685-2	ALG3	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	sp|Q92685|ALG3_HUMAN Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase OS=Homo sapiens OX=9606 GN=ALG3 PE=1 SV=1;sp|Q92685-2|ALG3_HUMAN Isoform 2 of Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase OS=Homo sapiens OX=9606 GN=ALG3					16147000.0	
Q92688-2;Q92688	Q92688-2;Q92688	ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member B	sp|Q92688-2|AN32B_HUMAN Isoform 2 of Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens OX=9606 GN=ANP32B;sp|Q92688|AN32B_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens OX=9606 GN=ANP32B PE=1 					182790000.0	
Q92734-2;Q92734;Q92734-4;Q92734-3	Q92734-2;Q92734;Q92734-4;Q92734-3	TFG	Protein TFG	sp|Q92734-2|TFG_HUMAN Isoform 2 of Protein TFG OS=Homo sapiens OX=9606 GN=TFG;sp|Q92734|TFG_HUMAN Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2;sp|Q92734-4|TFG_HUMAN Isoform 4 of Protein TFG OS=Homo sapiens OX=9606 GN=TFG;sp|Q92734-3|TFG_HUMAN Isofo				90685000.0	122530000.0	126300000.0
Q92841;Q92841-1;Q92841-3;Q92841-2	Q92841;Q92841-1;Q92841-3;Q92841-2	DDX17	Probable ATP-dependent RNA helicase DDX17	sp|Q92841|DDX17_HUMAN Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2;sp|Q92841-1|DDX17_HUMAN Isoform 2 of Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17;sp|Q92841-3|DDX17_HUMAN Isoform 4 of 				140930000.0	303320000.0	282230000.0
Q92900-2;Q92900	Q92900-2;Q92900	UPF1	Regulator of nonsense transcripts 1	sp|Q92900-2|RENT1_HUMAN Isoform 2 of Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1;sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2				34743000.0	27192000.0	18100000.0
Q92917	Q92917	GPKOW	G patch domain and KOW motifs-containing protein	sp|Q92917|GPKOW_HUMAN G-patch domain and KOW motifs-containing protein OS=Homo sapiens OX=9606 GN=GPKOW PE=1 SV=2					13326000.0	
Q92945	Q92945	KHSRP	Far upstream element-binding protein 2	sp|Q92945|FUBP2_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4				460100000.0	688350000.0	794240000.0
Q92973-2;Q92973;Q92973-3;O14787-2;O14787	Q92973-2;Q92973;Q92973-3	TNPO1	Transportin-1	sp|Q92973-2|TNPO1_HUMAN Isoform 2 of Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1;sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2;sp|Q92973-3|TNPO1_HUMAN Isoform 3 of Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1					202830000.0	184570000.0
Q93062-4;Q93062-5;Q93062;Q93062-2;Q93062-3	Q93062-4;Q93062-5;Q93062;Q93062-2;Q93062-3	RBPMS	RNA-binding protein with multiple splicing	sp|Q93062-4|RBPMS_HUMAN Isoform D of RNA-binding protein with multiple splicing OS=Homo sapiens OX=9606 GN=RBPMS;sp|Q93062-5|RBPMS_HUMAN Isoform E of RNA-binding protein with multiple splicing OS=Homo sapiens OX=9606 GN=RBPMS;sp|Q93062|RBPMS_HUMAN RNA-bind					5388000.0	
Q969G3-6;Q969G3-5;Q969G3-3;Q969G3-2;Q969G3-4;Q969G3	Q969G3-6;Q969G3-5;Q969G3-3;Q969G3-2;Q969G3-4;Q969G3	SMARCE1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	sp|Q969G3-6|SMCE1_HUMAN Isoform 6 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens OX=9606 GN=SMARCE1;sp|Q969G3-5|SMCE1_HUMAN Isoform 5 of SWI/SNF-related matrix-associated actin-dependent reg					22598000.0	
Q969T4;P51965-2;P51965-3;P51965;Q96LR5	Q969T4;P51965-2;P51965-3;P51965;Q96LR5	UBE2E3;UBE2E1;UBE2E2	Ubiquitin-conjugating enzyme E2 E3;Ubiquitin-conjugating enzyme E2 E1;Ubiquitin-conjugating enzyme E2 E2	sp|Q969T4|UB2E3_HUMAN Ubiquitin-conjugating enzyme E2 E3 OS=Homo sapiens OX=9606 GN=UBE2E3 PE=1 SV=1;sp|P51965-2|UB2E1_HUMAN Isoform 2 of Ubiquitin-conjugating enzyme E2 E1 OS=Homo sapiens OX=9606 GN=UBE2E1;sp|P51965-3|UB2E1_HUMAN Isoform 3 of Ubiquitin-co						2823900.0
Q96A26	Q96A26	FAM162A	Protein FAM162A	sp|Q96A26|F162A_HUMAN Protein FAM162A OS=Homo sapiens OX=9606 GN=FAM162A PE=1 SV=2				128760000.0	112650000.0	107860000.0
Q96A33;Q96A33-2	Q96A33;Q96A33-2	CCDC47	Coiled-coil domain-containing protein 47	sp|Q96A33|CCD47_HUMAN Coiled-coil domain-containing protein 47 OS=Homo sapiens OX=9606 GN=CCDC47 PE=1 SV=1;sp|Q96A33-2|CCD47_HUMAN Isoform 2 of Coiled-coil domain-containing protein 47 OS=Homo sapiens OX=9606 GN=CCDC47					26798000.0	
Q96A49	Q96A49	SYAP1	Synapse-associated protein 1	sp|Q96A49|SYAP1_HUMAN Synapse-associated protein 1 OS=Homo sapiens OX=9606 GN=SYAP1 PE=1 SV=1						24045000.0
Q96A72	Q96A72	MAGOHB	Protein mago nashi homolog 2	sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1						87015000.0
Q96AE4;Q96AE4-2	Q96AE4;Q96AE4-2	FUBP1	Far upstream element-binding protein 1	sp|Q96AE4|FUBP1_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3;sp|Q96AE4-2|FUBP1_HUMAN Isoform 2 of Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1				195450000.0	372060000.0	353490000.0
Q96AG4	Q96AG4	LRRC59	Leucine-rich repeat-containing protein 59	sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1					223240000.0	374630000.0
Q96AY3;Q96AY3-2	Q96AY3;Q96AY3-2	FKBP10	Peptidyl-prolyl cis-trans isomerase FKBP10	sp|Q96AY3|FKB10_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens OX=9606 GN=FKBP10 PE=1 SV=1;sp|Q96AY3-2|FKB10_HUMAN Isoform 2 of Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens OX=9606 GN=FKBP10				133540000.0	159200000.0	121300000.0
Q96B36;Q96B36-2;Q96B36-3	Q96B36;Q96B36-2;Q96B36-3	AKT1S1	Proline-rich AKT1 substrate 1	sp|Q96B36|AKTS1_HUMAN Proline-rich AKT1 substrate 1 OS=Homo sapiens OX=9606 GN=AKT1S1 PE=1 SV=1;sp|Q96B36-2|AKTS1_HUMAN Isoform 2 of Proline-rich AKT1 substrate 1 OS=Homo sapiens OX=9606 GN=AKT1S1;sp|Q96B36-3|AKTS1_HUMAN Isoform 3 of Proline-rich AKT1 subs						7047000.0
Q96C19;Q9BUP0-2;Q9BUP0	Q96C19	EFHD2	EF-hand domain-containing protein D2	sp|Q96C19|EFHD2_HUMAN EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1				88702000.0	80282000.0	91559000.0
Q96CP2;Q4VC44-2;Q4VC44;Q4VC44-3	Q96CP2	FLYWCH2	FLYWCH family member 2	sp|Q96CP2|FWCH2_HUMAN FLYWCH family member 2 OS=Homo sapiens OX=9606 GN=FLYWCH2 PE=1 SV=1				128630000.0	115740000.0	113480000.0
Q96CV9-3;Q96CV9-2;Q96CV9	Q96CV9-3;Q96CV9-2;Q96CV9	OPTN	Optineurin	sp|Q96CV9-3|OPTN_HUMAN Isoform 3 of Optineurin OS=Homo sapiens OX=9606 GN=OPTN;sp|Q96CV9-2|OPTN_HUMAN Isoform 2 of Optineurin OS=Homo sapiens OX=9606 GN=OPTN;sp|Q96CV9|OPTN_HUMAN Optineurin OS=Homo sapiens OX=9606 GN=OPTN PE=1 SV=3						3274000.0
Q96D15	Q96D15	RCN3	Reticulocalbin-3	sp|Q96D15|RCN3_HUMAN Reticulocalbin-3 OS=Homo sapiens OX=9606 GN=RCN3 PE=1 SV=1				35379000.0		32351000.0
Q96DG6	Q96DG6	CMBL	Carboxymethylenebutenolidase homolog	sp|Q96DG6|CMBL_HUMAN Carboxymethylenebutenolidase homolog OS=Homo sapiens OX=9606 GN=CMBL PE=1 SV=1				68641000.0	124140000.0	121170000.0
Q96E39	Q96E39	RBMXL1	RNA binding motif protein, X-linked-like-1	sp|Q96E39|RMXL1_HUMAN RNA binding motif protein, X-linked-like-1 OS=Homo sapiens OX=9606 GN=RBMXL1 PE=1 SV=1				8206900.0		
Q96EY1;Q96EY1-2;Q96EY1-3	Q96EY1;Q96EY1-2	DNAJA3	DnaJ homolog subfamily A member 3, mitochondrial	sp|Q96EY1|DNJA3_HUMAN DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens OX=9606 GN=DNAJA3 PE=1 SV=2;sp|Q96EY1-2|DNJA3_HUMAN Isoform 2 of DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens OX=9606 GN=DNAJA3						43595000.0
Q96FQ6	Q96FQ6	S100A16	Protein S100-A16	sp|Q96FQ6|S10AG_HUMAN Protein S100-A16 OS=Homo sapiens OX=9606 GN=S100A16 PE=1 SV=1					46288000.0	45535000.0
Q96FW1;Q96FW1-2	Q96FW1;Q96FW1-2	OTUB1	Ubiquitin thioesterase OTUB1	sp|Q96FW1|OTUB1_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=2;sp|Q96FW1-2|OTUB1_HUMAN Isoform 2 of Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1					73027000.0	
Q96HE7;Q86YB8	Q96HE7	ERO1L	ERO1-like protein alpha	sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2					105940000.0	98384000.0
Q96HS1-2;Q96HS1	Q96HS1-2;Q96HS1	PGAM5	Serine/threonine-protein phosphatase PGAM5, mitochondrial	sp|Q96HS1-2|PGAM5_HUMAN Isoform 2 of Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5;sp|Q96HS1|PGAM5_HUMAN Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2				45173000.0	64960000.0	
Q96HY6-2;Q96HY6	Q96HY6-2;Q96HY6	DDRGK1	DDRGK domain-containing protein 1	sp|Q96HY6-2|DDRGK_HUMAN Isoform 2 of DDRGK domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DDRGK1;sp|Q96HY6|DDRGK_HUMAN DDRGK domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DDRGK1 PE=1 SV=2				25025000.0		
Q96I99;Q96I99-2	Q96I99;Q96I99-2	SUCLG2	Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial	sp|Q96I99|SUCB2_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2;sp|Q96I99-2|SUCB2_HUMAN Isoform 2 of Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 G						77001000.0
Q96IZ0	Q96IZ0	PAWR	PRKC apoptosis WT1 regulator protein	sp|Q96IZ0|PAWR_HUMAN PRKC apoptosis WT1 regulator protein OS=Homo sapiens OX=9606 GN=PAWR PE=1 SV=1						17383000.0
Q96JJ7	Q96JJ7	TMX3	Protein disulfide-isomerase TMX3	sp|Q96JJ7|TMX3_HUMAN Protein disulfide-isomerase TMX3 OS=Homo sapiens OX=9606 GN=TMX3 PE=1 SV=2						3977700.0
Q96KP4;Q96KP4-2	Q96KP4;Q96KP4-2	CNDP2	Cytosolic non-specific dipeptidase	sp|Q96KP4|CNDP2_HUMAN Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2;sp|Q96KP4-2|CNDP2_HUMAN Isoform 2 of Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2						32469000.0
Q96QK1	Q96QK1	VPS35	Vacuolar protein sorting-associated protein 35	sp|Q96QK1|VPS35_HUMAN Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2				87684000.0	143250000.0	146620000.0
Q96SB4-4;Q96SB4;Q96SB4-3;Q9UPE1-2;Q9UPE1-3;Q9UPE1-4;Q9UPE1	Q96SB4-4;Q96SB4;Q96SB4-3	SRPK1	SRSF protein kinase 1	sp|Q96SB4-4|SRPK1_HUMAN Isoform 3 of SRSF protein kinase 1 OS=Homo sapiens OX=9606 GN=SRPK1;sp|Q96SB4|SRPK1_HUMAN SRSF protein kinase 1 OS=Homo sapiens OX=9606 GN=SRPK1 PE=1 SV=2;sp|Q96SB4-3|SRPK1_HUMAN Isoform 1 of SRSF protein kinase 1 OS=Homo sapiens OX						16730000.0
Q96SU4-5;Q96SU4-4;Q96SU4-3;Q96SU4-7;Q96SU4-2;Q96SU4;Q96SU4-6	Q96SU4-5;Q96SU4-4;Q96SU4-3;Q96SU4-7;Q96SU4-2;Q96SU4;Q96SU4-6	OSBPL9	Oxysterol-binding protein-related protein 9	sp|Q96SU4-5|OSBL9_HUMAN Isoform 5 of Oxysterol-binding protein-related protein 9 OS=Homo sapiens OX=9606 GN=OSBPL9;sp|Q96SU4-4|OSBL9_HUMAN Isoform 4 of Oxysterol-binding protein-related protein 9 OS=Homo sapiens OX=9606 GN=OSBPL9;sp|Q96SU4-3|OSBL9_HUMAN Is					6207300.0	
Q96T88;Q96T88-2;Q96PU4	Q96T88;Q96T88-2	UHRF1	E3 ubiquitin-protein ligase UHRF1	sp|Q96T88|UHRF1_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1;sp|Q96T88-2|UHRF1_HUMAN Isoform 2 of E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1					16065000.0	
